Date,Open,High,Low,Close,Volume
2022-01-21,266.02,267.73,262.17,264.76,167569
2022-01-24,270.19,270.31,266.91,268.03,127225
2022-01-25,267.35,269.0,264.69,268.13,174481
2022-01-26,263.07,263.45,261.45,262.91,149108
2022-01-27,261.05,262.24,260.54,260.56,62224
2022-01-28,259.69,260.4,259.67,259.88,135469
2022-01-31,263.48,264.23,260.91,262.57,120871
2022-02-01,254.58,254.93,250.78,254.85,109902
2022-02-02,251.15,251.96,248.67,250.27,146498
2022-02-03,253.23,254.06,251.42,252.58,74398
2022-02-04,253.87,254.04,251.78,251.82,113884
2022-02-07,256.75,259.33,253.4,256.87,64650
2022-02-08,258.19,258.8,253.82,254.56,101360
2022-02-09,253.95,254.2,251.57,253.45,62191
2022-02-10,254.17,254.24,252.87,254.12,55147
2022-02-11,250.4,260.97,249.6,254.18,90733
2022-02-14,246.93,247.48,244.78,247.04,162255
2022-02-15,247.3,249.66,240.78,246.25,113668
2022-02-16,248.63,250.43,248.07,248.3,123169
2022-02-17,271.66,274.93,267.85,271.28,51044
2022-02-18,269.1,271.09,267.03,270.38,170050
2022-02-21,264.75,265.94,262.29,264.61,71602
2022-02-22,267.32,267.57,265.38,266.32,51537
2022-02-23,271.13,271.26,269.85,270.67,139743
2022-02-24,264.38,271.88,262.29,270.23,80562
2022-02-25,269.35,270.89,268.08,268.52,77818
2022-02-28,260.28,260.45,259.81,260.11,177904
2022-03-01,262.94,265.11,262.13,262.32,155585
2022-03-02,267.54,268.91,264.03,266.35,130206
2022-03-03,265.0,271.57,263.87,267.69,73723
2022-03-04,269.65,271.82,269.18,269.61,152511
2022-03-07,273.2,273.4,267.75,271.09,79483
2022-03-08,272.69,272.75,267.57,271.07,87420
2022-03-09,276.3,278.1,275.63,276.45,136489
2022-03-10,278.34,280.11,277.41,278.03,149864
2022-03-11,276.56,278.49,276.25,277.01,165158
2022-03-14,278.45,279.8,278.37,278.85,122255
2022-03-15,280.44,283.78,279.36,281.31,156553
2022-03-16,271.5,271.53,269.41,271.1,168142
2022-03-17,268.69,275.62,268.16,271.91,174357
2022-03-18,267.82,274.03,267.6,269.47,121805
2022-03-21,269.51,271.66,268.13,270.59,180864
2022-03-22,267.23,268.45,265.36,267.87,109238
2022-03-23,271.22,271.59,270.56,270.78,156170
2022-03-24,269.45,275.41,268.2,269.97,189805
2022-03-25,272.79,272.93,269.49,269.55,131171
2022-03-28,269.74,273.63,267.71,271.08,119959
2022-03-29,267.42,267.88,266.63,267.01,99853
2022-03-30,265.48,266.48,262.45,262.76,139787
2022-03-31,263.9,265.45,259.69,264.25,124255
2022-04-01,258.61,261.94,257.72,261.01,162260
2022-04-04,257.14,258.05,255.89,256.16,80988
2022-04-05,242.15,243.33,242.08,243.23,193377
2022-04-06,249.24,252.04,247.67,250.73,69360
2022-04-07,251.7,257.01,244.79,251.93,84160
2022-04-08,249.74,254.99,249.27,252.98,103693
2022-04-11,256.51,257.28,256.12,256.56,100713
2022-04-12,261.9,265.19,257.99,259.44,165631
2022-04-13,261.81,262.84,260.11,260.76,182596
2022-04-14,261.08,261.58,260.64,260.93,95836
2022-04-15,258.26,261.38,258.17,260.61,57610
2022-04-18,255.55,257.87,252.28,254.72,120246
2022-04-19,263.52,264.8,263.51,263.56,133996
2022-04-20,270.95,271.01,265.75,267.87,83123
2022-04-21,272.56,276.29,272.4,275.2,95406
2022-04-22,274.41,281.36,274.36,277.83,109557
2022-04-25,266.29,266.36,262.81,265.64,169289
2022-04-26,263.87,268.41,263.65,267.05,172357
2022-04-27,269.62,271.13,264.58,268.46,144968
2022-04-28,268.83,271.98,268.71,271.8,94460
2022-04-29,272.77,276.94,270.61,273.63,194258
2022-05-02,295.75,298.21,295.13,296.75,69157
2022-05-03,306.11,306.43,297.24,300.49,86445
2022-05-04,304.46,304.85,304.0,304.15,74074
2022-05-05,305.07,305.92,303.39,303.73,160100
2022-05-06,310.38,310.53,308.94,309.35,145251
2022-05-09,298.67,299.41,297.06,297.06,102127
2022-05-10,317.75,318.73,313.31,316.68,164176
2022-05-11,314.99,315.29,314.5,314.87,143789
2022-05-12,311.62,313.59,310.95,312.99,63237
2022-05-13,320.4,322.9,312.78,313.19,154647
2022-05-16,322.31,323.67,316.33,317.14,115867
2022-05-17,324.89,325.26,324.58,324.84,153399
2022-05-18,333.26,334.3,331.54,332.52,198465
2022-05-19,327.48,329.57,326.69,327.64,168089
2022-05-20,326.77,330.46,326.23,329.6,190287
2022-05-23,332.1,332.65,328.88,332.24,145310
2022-05-24,340.48,340.78,336.12,336.21,174984
2022-05-25,339.71,344.06,334.81,339.39,57526
2022-05-26,342.99,346.73,341.08,343.01,106096
2022-05-27,343.13,346.6,341.39,345.42,129888
2022-05-30,346.42,351.1,340.54,348.88,112665
2022-05-31,351.56,352.0,349.99,350.82,75020
2022-06-01,350.07,357.79,349.79,351.14,157791
2022-06-02,357.99,361.44,357.68,360.1,183922
2022-06-03,369.79,371.08,369.0,369.21,131029
2022-06-06,355.43,360.62,354.09,355.0,78251
2022-06-07,351.52,354.94,348.24,350.82,127926
2022-06-08,343.56,350.96,341.66,348.33,191774
2022-06-09,352.12,353.76,348.59,349.14,184854
2022-06-10,347.17,352.36,344.73,347.77,169774
2022-06-13,333.25,336.28,329.97,333.03,175695
2022-06-14,328.17,332.91,325.92,327.75,156833
2022-06-15,317.37,328.0,316.95,318.3,55993
2022-06-16,319.31,323.75,318.76,319.19,161850
2022-06-17,315.17,318.61,313.7,318.44,132315
2022-06-20,311.05,317.71,309.38,312.26,169324
2022-06-21,311.02,313.72,310.97,311.21,163457
2022-06-22,322.93,323.19,309.23,316.68,143831
2022-06-23,314.08,315.89,313.72,314.96,70365
2022-06-24,323.92,324.36,316.2,316.95,178692
2022-06-27,307.77,309.58,303.92,309.45,74596
2022-06-28,305.43,305.94,299.27,305.69,112257
2022-06-29,304.17,306.67,304.01,305.0,82376
2022-06-30,311.0,311.34,309.22,309.69,51541
2022-07-01,297.64,306.9,295.74,299.14,181841
2022-07-04,294.95,297.72,292.19,297.53,199725
2022-07-05,292.89,295.36,291.85,293.65,77909
2022-07-06,292.66,294.32,292.48,293.16,182385
2022-07-07,300.68,300.99,297.04,298.14,71323
2022-07-08,298.58,299.14,292.07,296.85,161266
2022-07-11,309.13,310.52,303.94,304.48,147927
2022-07-12,313.08,315.09,311.74,311.77,57642
2022-07-13,335.9,338.68,332.28,338.16,110030
2022-07-14,337.22,340.66,335.12,336.4,190749
2022-07-15,338.39,339.73,337.04,339.05,161259
2022-07-18,329.95,330.31,329.72,330.31,193609
2022-07-19,330.1,331.74,327.04,330.35,50834
2022-07-20,335.27,342.31,333.34,336.9,59505
2022-07-21,338.06,339.66,333.08,334.1,164897
2022-07-22,323.57,326.36,323.54,324.99,115131
2022-07-25,335.24,337.85,334.19,334.65,113079
2022-07-26,325.76,329.46,325.62,328.6,117194
2022-07-27,327.85,330.76,327.45,329.24,186213
2022-07-28,333.36,333.44,329.33,333.43,160186
2022-07-29,333.55,333.74,330.4,331.35,168017
2022-08-01,328.64,332.49,321.41,325.32,64779
2022-08-02,321.08,323.13,318.66,319.7,165436
2022-08-03,323.85,325.59,319.52,320.69,162167
2022-08-04,322.58,324.66,321.68,321.91,175014
2022-08-05,323.52,324.95,322.84,323.26,199233
2022-08-08,298.23,301.42,297.94,300.44,91111
2022-08-09,298.3,298.39,298.07,298.14,190070
2022-08-10,294.14,297.05,292.34,292.58,102021
2022-08-11,295.11,295.73,294.75,294.76,122782
2022-08-12,292.97,295.28,290.42,293.78,101507
2022-08-15,291.81,295.77,289.74,293.08,73664
2022-08-16,297.1,299.41,292.85,297.72,61017
2022-08-17,298.15,302.29,295.83,298.87,59491
2022-08-18,296.72,298.86,296.21,296.87,50368
2022-08-19,295.92,296.78,290.06,293.44,177152
2022-08-22,305.17,305.84,304.92,305.66,60292
2022-08-23,301.76,305.94,300.91,303.48,130771
2022-08-24,287.92,290.49,287.62,289.65,147459
2022-08-25,291.39,293.99,289.52,290.94,161695
2022-08-26,289.45,290.57,286.89,289.87,53641
2022-08-29,284.45,285.16,283.52,283.58,77197
2022-08-30,280.06,280.88,279.37,280.76,91964
2022-08-31,285.13,285.85,281.11,282.98,106747
2022-09-01,281.57,284.32,279.26,283.8,142091
2022-09-02,287.42,289.51,285.29,286.56,61539
2022-09-05,301.14,303.45,300.59,302.83,57903
2022-09-06,306.99,308.63,305.14,307.92,88744
2022-09-07,308.97,309.86,306.52,307.42,53650
2022-09-08,304.25,305.83,301.33,305.02,198531
2022-09-09,307.13,307.19,301.4,304.66,137421
2022-09-12,294.22,294.55,290.58,294.0,73932
2022-09-13,296.38,298.93,295.73,296.77,88931
2022-09-14,305.64,306.24,304.99,305.92,189143
2022-09-15,310.31,310.7,304.14,310.3,160494
2022-09-16,303.93,306.37,302.33,303.51,191222
2022-09-19,301.98,302.78,293.41,297.12,189665
2022-09-20,301.96,302.47,297.97,300.51,94194
2022-09-21,292.17,299.34,291.35,296.57,168724
2022-09-22,291.32,293.08,286.77,291.3,83161
2022-09-23,285.22,285.91,282.83,285.8,97098
2022-09-26,298.45,298.8,291.01,295.51,150572
2022-09-27,292.01,297.61,291.89,292.54,118371
2022-09-28,288.62,289.3,287.82,289.05,65690
2022-09-29,282.92,289.17,280.39,286.0,186225
2022-09-30,283.27,283.86,282.38,283.86,99112
2022-10-03,284.08,285.59,280.81,282.96,155584
2022-10-04,283.58,283.87,278.21,281.37,65187
2022-10-05,277.66,279.89,276.43,277.69,101514
2022-10-06,277.18,278.17,273.33,277.42,70968
2022-10-07,280.42,281.24,279.55,280.12,152951
2022-10-10,275.79,278.96,270.57,277.62,119893
2022-10-11,270.07,271.28,268.91,270.39,191707
2022-10-12,259.81,260.86,259.48,260.42,62336
2022-10-13,259.63,260.29,259.45,259.63,112672
2022-10-14,259.06,259.08,257.69,258.82,138074
2022-10-17,264.27,264.94,264.0,264.7,149862
2022-10-18,262.7,264.45,262.25,262.83,155824
2022-10-19,265.88,266.98,264.73,265.94,57869
2022-10-20,265.23,265.29,262.1,264.03,125622
2022-10-21,259.78,260.06,252.9,258.76,92406
2022-10-24,261.73,263.4,259.65,260.71,135501
2022-10-25,263.29,265.54,262.66,264.64,66709
2022-10-26,265.81,266.35,264.44,264.44,150025
2022-10-27,261.41,262.3,260.96,262.15,109846
2022-10-28,269.79,271.1,265.99,268.03,168922
2022-10-31,262.14,264.71,258.51,263.99,100227
2022-11-01,262.58,268.43,262.57,267.25,118515
2022-11-02,270.36,272.12,267.96,269.45,141141
2022-11-03,270.38,274.31,267.9,272.81,146856
2022-11-04,265.95,268.81,263.59,267.94,189491
2022-11-07,259.32,259.45,258.75,258.9,95687
2022-11-08,255.08,257.49,251.91,255.48,60514
2022-11-09,259.94,261.29,259.0,260.62,158684
2022-11-10,263.37,266.47,262.04,265.86,177602
2022-11-11,260.5,262.51,259.75,261.37,89373
2022-11-14,258.19,259.39,256.73,259.08,74406
2022-11-15,262.26,264.33,259.98,261.3,182425
2022-11-16,265.03,265.23,262.09,264.95,60794
2022-11-17,265.2,265.84,263.89,264.26,173313
2022-11-18,261.03,263.47,259.59,261.27,94999
2022-11-21,259.03,260.43,258.07,258.94,163909
2022-11-22,259.39,259.49,255.8,257.69,109321
2022-11-23,261.82,263.64,259.55,262.06,66934
2022-11-24,264.2,266.03,261.97,262.63,110561
2022-11-25,258.79,264.81,256.73,259.02,193113
2022-11-28,252.18,253.15,248.43,249.21,175342
2022-11-29,251.29,252.33,250.26,250.93,129468
2022-11-30,246.33,249.13,246.06,247.11,70369
2022-12-01,246.79,251.6,243.18,246.59,188905
2022-12-02,245.95,249.31,244.08,248.23,85282
2022-12-05,262.34,262.9,257.62,259.65,111527
2022-12-06,260.2,263.5,258.92,260.13,62055
2022-12-07,258.6,261.87,258.38,260.29,160284
2022-12-08,260.48,262.92,257.76,261.98,179344
2022-12-09,254.83,256.4,254.12,255.09,186016
2022-12-12,240.82,246.94,240.34,245.45,184330
2022-12-13,241.71,244.64,240.55,243.75,65775
2022-12-14,237.63,239.25,234.46,235.44,50055
2022-12-15,231.19,236.05,229.06,232.44,128199
2022-12-16,231.04,234.42,229.58,232.82,66493
2022-12-19,238.2,238.78,232.75,234.07,177880
2022-12-20,238.78,239.51,235.36,237.7,197754
2022-12-21,237.96,240.26,235.92,237.85,50370
2022-12-22,230.53,237.63,229.83,233.18,126349
2022-12-23,233.78,233.91,233.02,233.83,122379
2022-12-26,239.38,240.87,237.45,238.53,150300
2022-12-27,234.86,235.23,232.56,234.82,81113
2022-12-28,232.0,234.35,229.03,230.64,77862
2022-12-29,229.71,231.08,227.87,228.28,53262
2022-12-30,230.83,231.55,229.76,229.89,134667
2023-01-02,239.41,240.06,236.92,238.84,199667
2023-01-03,239.0,240.19,238.42,239.15,178027
2023-01-04,238.89,242.26,238.26,239.27,83892
2023-01-05,241.64,242.29,241.6,241.66,199457
2023-01-06,234.85,238.28,229.73,234.73,72419
2023-01-09,234.99,235.8,234.01,234.84,142476
2023-01-10,239.12,241.63,238.82,239.69,63444
2023-01-11,240.83,241.02,236.1,236.75,144826
2023-01-12,244.15,248.83,241.45,244.29,105612
2023-01-13,242.28,243.33,239.33,240.05,157412
2023-01-16,230.51,233.71,230.16,230.76,82222
2023-01-17,221.08,223.04,220.47,220.62,87941
2023-01-18,220.59,220.93,219.16,220.61,50801
2023-01-19,218.65,220.7,218.14,219.37,78363
2023-01-20,215.57,217.59,214.6,216.87,175074
2023-01-23,216.75,222.03,215.75,219.07,69731
2023-01-24,223.98,226.06,218.67,222.24,59569
2023-01-25,211.61,213.55,210.03,212.8,101644
2023-01-26,217.33,219.01,216.06,216.7,152544
2023-01-27,225.94,231.02,225.33,229.03,174746
2023-01-30,231.16,236.27,229.66,232.96,168104
2023-01-31,235.04,238.17,233.02,233.74,156305
2023-02-01,227.76,229.94,226.98,228.04,124408
2023-02-02,221.6,222.96,220.89,222.5,175383
2023-02-03,219.65,223.31,218.84,222.9,163319
2023-02-06,224.47,227.32,224.46,224.72,117853
2023-02-07,227.56,230.98,226.96,229.67,98380
2023-02-08,235.18,236.92,226.38,229.72,165981
2023-02-09,230.99,231.42,229.17,229.21,160777
2023-02-10,224.12,228.57,222.8,226.82,118295
2023-02-13,226.29,227.05,226.02,226.8,145696
2023-02-14,228.83,230.96,227.54,229.0,117421
2023-02-15,229.37,230.11,229.18,229.32,167026
2023-02-16,230.73,232.28,225.95,229.45,155475
2023-02-17,225.73,227.04,224.81,226.55,151291
2023-02-20,231.02,231.15,230.29,230.75,106131
2023-02-21,227.82,231.54,225.52,226.97,99228
2023-02-22,230.38,231.26,228.7,229.68,184418
2023-02-23,229.13,230.72,229.05,230.54,83012
2023-02-24,235.28,238.55,233.84,235.32,162328
2023-02-27,235.32,238.07,235.19,237.15,152944
2023-02-28,233.41,235.07,232.92,233.82,159264
2023-03-01,228.75,237.74,228.68,231.67,55387
2023-03-02,230.94,232.47,229.86,231.77,166912
2023-03-03,228.9,229.02,228.75,228.83,51312
2023-03-06,233.27,234.17,231.25,233.66,164476
2023-03-07,229.43,234.03,228.29,233.15,58749
2023-03-08,239.89,240.91,234.11,236.5,198395
2023-03-09,239.24,240.05,235.35,236.31,62213
2023-03-10,242.87,244.33,241.37,243.38,82583
2023-03-13,238.68,241.82,235.87,238.59,165844
2023-03-14,237.66,244.98,236.29,242.43,55295
2023-03-15,240.54,241.72,239.91,240.89,174034
2023-03-16,245.22,245.78,239.37,241.44,112784
2023-03-17,230.7,232.4,229.78,231.23,101310
2023-03-20,222.6,223.22,220.01,221.74,96246
2023-03-21,224.22,229.39,224.11,225.89,121688
2023-03-22,225.04,225.38,224.08,224.85,116188
2023-03-23,218.29,224.01,218.05,223.65,84413
2023-03-24,229.86,232.5,227.66,230.75,164634
2023-03-27,244.04,245.71,242.68,244.46,193588
2023-03-28,247.44,248.51,245.89,247.48,187521
2023-03-29,253.16,253.72,251.66,253.28,120320
2023-03-30,250.44,251.42,249.64,250.44,145044
2023-03-31,248.05,249.09,247.07,247.19,185797
2023-04-03,225.28,226.61,224.17,224.38,66365
2023-04-04,224.56,225.09,223.46,225.02,103517
2023-04-05,222.8,227.1,220.61,225.34,82161
2023-04-06,227.69,227.93,227.42,227.61,63275
2023-04-07,225.55,228.18,225.38,226.72,136590
2023-04-10,228.42,230.14,223.57,228.22,182767
2023-04-11,224.08,229.37,221.84,227.11,60839
2023-04-12,226.22,230.6,226.05,226.51,163050
2023-04-13,224.25,225.89,223.34,224.2,113294
2023-04-14,218.83,219.88,216.84,217.9,168341
2023-04-17,213.03,213.93,212.71,213.69,141270
2023-04-18,215.37,216.08,213.53,215.62,97734
2023-04-19,220.99,222.81,220.64,222.11,127924
2023-04-20,226.19,226.77,225.42,226.36,80615
2023-04-21,228.29,228.79,226.65,227.01,77632
2023-04-24,226.84,227.61,224.51,224.7,183873
2023-04-25,226.76,231.41,225.85,226.89,105381
2023-04-26,230.36,231.23,228.91,229.82,57436
2023-04-27,235.26,237.56,233.2,235.98,193710
2023-04-28,243.84,244.05,243.28,243.55,176839
2023-05-01,242.87,245.14,242.68,245.11,114947
2023-05-02,240.54,243.9,239.23,240.98,197937
2023-05-03,237.96,239.5,236.3,237.63,112222
2023-05-04,242.69,243.91,239.25,241.68,192245
2023-05-05,245.73,247.92,240.63,243.6,55192
2023-05-08,250.41,256.91,249.42,252.95,84381
2023-05-09,253.77,255.98,251.71,253.76,108418
2023-05-10,252.22,256.92,251.72,253.42,110653
2023-05-11,251.47,253.18,249.75,251.41,59795
2023-05-12,255.62,256.68,252.04,253.17,101529
2023-05-15,245.6,254.91,243.61,248.52,79381
2023-05-16,247.14,251.29,243.21,248.36,137228
2023-05-17,252.47,252.97,252.29,252.59,97780
2023-05-18,242.62,244.0,242.4,243.64,170457
2023-05-19,243.37,246.08,241.26,245.87,95798
2023-05-22,249.09,251.71,248.14,248.56,132215
2023-05-23,248.06,250.04,247.83,249.06,172640
2023-05-24,267.74,268.07,265.01,267.0,82535
2023-05-25,263.69,265.14,261.77,264.76,196935
2023-05-26,266.66,266.93,266.43,266.5,135001
2023-05-29,274.99,278.69,271.67,273.17,98002
2023-05-30,270.73,271.64,267.94,269.31,194385
2023-05-31,269.33,271.51,268.46,271.27,63285
2023-06-01,255.77,256.63,254.79,256.55,54611
2023-06-02,256.51,257.75,255.92,256.6,182669
2023-06-05,264.07,264.9,260.32,263.17,161573
2023-06-06,262.08,263.13,253.09,258.0,102137
2023-06-07,256.34,258.51,255.4,255.89,105355
2023-06-08,270.14,271.49,269.99,270.38,147243
2023-06-09,268.35,270.69,265.96,267.36,139520
2023-06-12,254.49,254.75,248.11,249.82,115792
2023-06-13,248.32,250.35,247.16,250.24,84743
2023-06-14,252.42,256.11,250.22,252.5,137483
2023-06-15,252.5,256.54,252.37,254.09,82813
2023-06-16,248.51,251.85,247.32,248.12,167907
2023-06-19,237.54,238.1,237.09,237.85,61351
2023-06-20,238.07,238.88,236.83,238.01,145707
2023-06-21,238.65,239.76,238.39,238.82,162713
2023-06-22,236.91,241.01,236.47,238.19,195439
2023-06-23,232.41,235.84,232.2,232.74,135820
2023-06-26,238.9,243.27,238.67,240.31,77610
2023-06-27,245.02,245.52,242.6,245.45,96710
2023-06-28,241.57,250.88,238.17,244.0,51509
2023-06-29,249.79,250.1,244.91,245.55,81533
2023-06-30,240.07,240.73,239.29,240.72,70344
2023-07-03,240.67,242.09,239.5,241.17,147123
2023-07-04,245.7,246.8,242.7,243.79,194980
2023-07-05,242.87,248.63,241.53,242.09,173791
2023-07-06,242.42,246.08,240.87,245.61,158880
2023-07-07,241.02,242.28,240.17,242.15,67682
2023-07-10,235.71,238.4,233.0,235.7,183692
2023-07-11,238.65,242.56,236.76,238.19,103024
2023-07-12,227.46,232.08,227.06,229.09,62975
2023-07-13,224.5,226.99,223.54,226.63,150970
2023-07-14,222.72,223.78,222.7,223.19,59834
2023-07-17,224.76,228.06,222.52,226.53,157460
2023-07-18,220.01,223.41,216.68,222.51,185383
2023-07-19,219.83,221.81,218.37,221.02,193670
2023-07-20,214.12,217.83,212.49,217.3,92321
2023-07-21,220.93,223.02,220.43,222.1,181743
2023-07-24,224.57,225.62,222.22,223.63,64260
2023-07-25,224.56,225.98,222.98,225.58,51986
2023-07-26,225.1,228.18,224.4,225.98,134153
2023-07-27,220.35,220.99,220.16,220.64,128947
2023-07-28,221.52,224.06,221.31,223.31,88897
2023-07-31,225.28,226.97,221.18,223.92,93284
2023-08-01,228.07,228.29,226.25,227.31,186313
2023-08-02,231.97,232.62,227.6,231.07,64318
2023-08-03,234.49,234.5,233.85,234.32,183909
2023-08-04,232.75,234.14,231.95,232.48,185311
2023-08-07,243.66,244.16,241.17,241.57,192181
2023-08-08,232.22,235.47,230.57,232.96,86943
2023-08-09,232.61,232.87,232.0,232.74,173351
2023-08-10,229.6,234.88,228.75,230.3,102635
2023-08-11,234.71,235.86,234.32,235.34,167729
2023-08-14,238.19,238.76,237.35,237.56,107813
2023-08-15,241.97,244.47,241.04,242.31,133551
2023-08-16,249.23,249.96,247.76,248.97,185091
2023-08-17,249.49,250.37,249.15,249.17,189045
2023-08-18,250.67,251.74,249.92,250.13,73039
2023-08-21,248.71,249.05,246.98,247.39,50916
2023-08-22,246.09,246.41,245.01,245.03,171937
2023-08-23,246.66,249.32,245.82,247.91,152395
2023-08-24,245.84,248.48,242.48,248.22,100044
2023-08-25,245.73,249.23,241.49,245.89,116433
2023-08-28,242.11,243.29,241.95,242.44,196222
2023-08-29,240.68,242.29,239.11,241.94,86948
2023-08-30,247.44,250.06,245.67,248.56,72024
2023-08-31,247.25,247.85,245.23,246.16,135481
2023-09-01,251.86,252.12,247.6,248.21,128210
2023-09-04,244.36,245.7,243.02,245.28,97367
2023-09-05,246.84,248.32,243.74,244.25,195818
2023-09-06,248.32,250.22,240.19,242.36,77757
2023-09-07,238.68,239.41,236.81,237.58,91340
2023-09-08,237.64,238.17,237.01,237.91,176733
2023-09-11,236.74,239.66,234.69,237.2,150931
2023-09-12,234.73,235.17,229.9,231.34,132016
2023-09-13,221.67,227.57,221.67,225.32,186986
2023-09-14,226.29,229.42,224.05,224.94,166625
2023-09-15,224.2,226.16,222.65,225.28,162424
2023-09-18,227.93,228.23,225.39,227.1,65185
2023-09-19,232.14,232.51,231.93,232.25,80020
2023-09-20,226.15,226.84,223.58,224.81,105918
2023-09-21,226.49,230.88,225.47,228.25,144702
2023-09-22,221.24,223.9,220.03,221.43,84622
2023-09-25,254.2,254.75,253.24,253.32,198112
2023-09-26,252.47,256.12,252.09,254.66,156242
2023-09-27,257.18,259.07,253.65,258.72,70968
2023-09-28,285.62,287.0,283.73,284.37,100192
2023-09-29,287.1,287.59,284.52,284.72,179858
2023-10-02,297.51,297.96,296.76,297.63,133509
2023-10-03,296.67,297.98,296.32,297.58,114373
2023-10-04,306.87,308.93,303.89,307.04,156359
2023-10-05,311.8,312.74,307.81,308.71,193115
2023-10-06,309.59,313.11,306.37,310.15,72394
2023-10-09,307.97,308.55,304.92,307.12,56212
2023-10-10,303.85,308.75,301.97,301.99,173145
2023-10-11,297.88,298.72,295.1,297.64,116540
2023-10-12,289.28,289.34,288.36,289.32,159920
2023-10-13,284.19,288.46,280.21,281.91,176812
2023-10-16,277.36,281.45,276.53,276.54,179851
2023-10-17,276.86,280.38,276.58,277.97,57032
2023-10-18,268.58,270.36,267.05,267.65,67772
2023-10-19,269.88,274.54,268.09,271.62,91476
2023-10-20,267.1,270.6,265.17,268.61,168211
2023-10-23,266.0,270.56,265.97,268.95,166189
2023-10-24,274.26,277.86,274.14,274.51,92299
2023-10-25,270.42,276.21,270.08,274.55,79765
2023-10-26,280.19,280.22,277.68,279.84,194507
2023-10-27,277.8,279.35,277.55,278.24,101786
2023-10-30,280.27,281.44,275.38,280.51,130981
2023-10-31,278.49,280.55,277.94,278.58,51095
2023-11-01,276.89,279.01,276.47,278.51,95278
2023-11-02,280.11,282.61,276.37,281.64,87656
2023-11-03,284.25,284.73,280.39,281.03,108784
2023-11-06,293.58,293.87,286.37,288.45,87905
2023-11-07,291.92,292.21,291.45,291.88,93463
2023-11-08,292.43,292.74,290.4,290.75,75104
2023-11-09,295.03,295.78,291.07,291.49,141916
2023-11-10,292.75,294.33,288.89,294.24,157292
2023-11-13,279.07,285.71,278.9,282.4,71604
2023-11-14,280.46,280.52,280.38,280.45,161301
2023-11-15,290.45,290.94,284.43,284.85,79204
2023-11-16,279.45,287.28,277.26,283.52,69689
2023-11-17,284.51,290.69,284.51,286.99,156565
2023-11-20,259.85,262.57,259.23,261.44,99632
2023-11-21,259.48,261.74,258.69,259.86,163561
2023-11-22,263.83,266.03,263.17,265.61,117428
2023-11-23,268.27,271.08,262.98,266.3,194490
2023-11-24,262.91,263.62,262.06,262.41,181637
2023-11-27,256.05,256.23,252.96,253.35,87180
2023-11-28,251.15,255.96,247.87,250.86,108481
2023-11-29,247.43,252.21,246.18,247.07,167845
2023-11-30,245.39,246.18,240.18,243.91,139405
2023-12-01,237.85,241.36,237.32,239.47,54023
2023-12-04,237.58,238.21,234.46,237.22,78460
2023-12-05,242.95,245.78,241.76,243.39,83001
2023-12-06,244.84,248.89,244.21,245.38,192954
2023-12-07,236.63,242.08,236.55,238.22,92679
2023-12-08,242.1,242.26,236.3,238.74,57025
2023-12-11,237.83,244.12,237.77,241.08,101690
2023-12-12,243.92,245.79,240.98,243.83,120765
2023-12-13,247.39,248.04,247.2,247.94,142152
2023-12-14,254.26,255.38,245.33,249.99,122908
2023-12-15,254.68,256.32,253.61,255.04,106174
2023-12-18,264.7,266.22,257.49,259.27,172778
2023-12-19,260.08,262.26,257.98,261.56,104555
2023-12-20,264.61,269.73,261.08,265.79,179632
2023-12-21,266.53,267.37,263.12,265.45,123643
2023-12-22,266.23,266.79,266.0,266.56,173182
2023-12-25,268.32,269.49,265.13,267.93,149854
2023-12-26,264.51,268.99,263.89,266.88,142508
2023-12-27,273.27,275.48,267.82,270.7,117445
2023-12-28,272.91,273.32,270.32,271.53,52670
2023-12-29,271.62,271.75,266.14,269.3,58630
